from_case_id,to_txn_id,is_first_fraud,sequence_in_case
CC-0085,3001404,True,1
CC-0085,3001462,False,2
CC-0085,3004832,False,3
CC-0085,3004849,False,4
CC-0085,3004876,False,5
CC-0085,3008631,False,6
CC-0085,3008861,False,7
CC-0086,3009332,True,1
CC-0087,3008876,True,1
CC-0088,3009046,False,1
CC-0089,3007653,True,1
CC-0089,3007655,False,2
CC-0089,3007659,False,3
CC-0090,3007110,True,1
CC-0090,3007173,False,2
CC-0090,3007336,False,3
CC-0090,3008705,False,4
CC-0091,3009776,False,1
CC-0092,3008731,True,1
CC-0093,3006978,True,1
CC-0093,3007013,False,2
CC-0094,3009721,True,1
CC-0095,3000824,True,1
CC-0095,3001548,False,2
CC-0095,3004896,False,3
CC-0095,3008509,False,4
CC-0095,3008623,False,5
CC-0096,3010143,False,1
CC-0097,3007851,True,1
CC-0098,3009884,False,1
CC-0099,3010003,False,1
CC-0100,3009606,True,1
CC-0101,3008404,True,1
CC-0102,3009982,True,1
CC-0102,3010017,False,2
CC-0103,3009937,True,1
CC-0104,3007244,True,1
CC-0105,3006763,True,1
CC-0106,3007053,True,1
CC-0107,3006794,True,1
CC-0107,3008592,False,2
CC-0108,3007044,True,1
CC-0108,3007399,False,2
CC-0108,3008926,False,3
CC-0109,3003071,True,1
CC-0109,3003075,False,2
CC-0109,3003320,False,3
CC-0109,3008965,False,4
CC-0110,3011067,True,1
CC-0111,3011102,False,1
CC-0112,3009177,True,1
CC-0113,3009654,True,1
CC-0113,3009915,False,2
CC-0113,3010101,False,3
CC-0114,3006484,True,1
CC-0114,3006490,False,2
CC-0114,3008929,False,3
CC-0115,3010439,True,1
CC-0116,3011782,False,1
CC-0117,3009933,True,1
CC-0118,3003589,True,1
CC-0118,3006216,False,2
CC-0118,3006218,False,3
CC-0118,3006841,False,4
CC-0118,3007047,False,5
CC-0118,3009082,False,6
CC-0118,3009582,False,7
CC-0118,3010271,False,8
CC-0118,3010597,False,9
CC-0118,3010612,False,10
CC-0119,3008565,True,1
CC-0120,3011959,False,1
CC-0121,3000987,True,1
CC-0121,3001956,False,2
CC-0121,3002701,False,3
CC-0121,3003925,False,4
CC-0121,3005620,False,5
CC-0121,3005655,False,6
CC-0121,3006995,False,7
CC-0121,3008896,False,8
CC-0121,3009065,False,9
CC-0121,3009193,False,10
CC-0121,3011530,False,11
CC-0122,3000003,True,1
CC-0122,3000004,False,2
CC-0122,3000018,False,3
CC-0122,3000184,False,4
CC-0122,3000192,False,5
CC-0122,3000195,False,6
CC-0122,3000247,False,7
CC-0122,3000250,False,8
CC-0122,3001605,False,9
CC-0122,3002036,False,10
CC-0122,3002049,False,11
CC-0122,3002470,False,12
CC-0122,3002968,False,13
CC-0122,3004811,False,14
CC-0122,3004814,False,15
CC-0122,3004975,False,16
CC-0122,3004986,False,17
CC-0122,3004993,False,18
CC-0122,3006488,False,19
CC-0122,3006669,False,20
CC-0122,3006678,False,21
CC-0122,3006716,False,22
CC-0122,3008147,False,23
CC-0122,3009546,False,24
CC-0122,3009550,False,25
CC-0122,3010532,False,26
CC-0123,3010596,True,1
CC-0124,3001781,True,1
CC-0124,3004827,False,2
CC-0124,3005102,False,3
CC-0124,3005319,False,4
CC-0124,3010794,False,5
CC-0125,3013020,False,1
CC-0126,3007920,True,1
CC-0126,3012310,False,2
CC-0127,3008943,True,1
CC-0127,3009007,False,2
CC-0128,3006300,True,1
CC-0128,3006319,False,2
CC-0128,3006370,False,3
CC-0128,3009164,False,4
CC-0128,3010670,False,5
CC-0129,3012058,True,1
CC-0130,3013144,False,1
CC-0131,3012049,True,1
CC-0131,3012141,False,2
CC-0132,3010098,True,1
CC-0132,3010183,False,2
CC-0133,3010265,True,1
CC-0133,3011064,False,2
CC-0133,3011784,False,3
CC-0134,3010896,True,1
CC-0135,3000443,True,1
CC-0135,3000447,False,2
CC-0135,3001402,False,3
CC-0135,3008139,False,4
CC-0135,3009085,False,5
CC-0135,3012311,False,6
CC-0135,3012373,False,7
CC-0135,3012385,False,8
CC-0136,3007069,True,1
CC-0136,3008456,False,2
CC-0136,3008469,False,3
CC-0136,3010884,False,4
CC-0137,3000196,True,1
CC-0137,3003954,False,2
CC-0137,3009763,False,3
CC-0137,3009897,False,4
CC-0137,3009912,False,5
CC-0138,3013442,False,1
CC-0139,3011661,True,1
CC-0140,3012366,True,1
CC-0141,3001763,True,1
CC-0141,3006168,False,2
CC-0141,3009906,False,3
CC-0141,3013608,False,4
CC-0142,3013367,True,1
CC-0143,3010171,True,1
CC-0144,3013652,True,1
CC-0145,3008038,True,1
CC-0145,3009645,False,2
CC-0145,3010562,False,3
CC-0145,3012772,False,4
CC-0145,3012779,False,5
CC-0146,3010417,True,1
CC-0147,3003711,True,1
CC-0147,3003833,False,2
CC-0147,3004555,False,3
CC-0147,3011026,False,4
CC-0148,3011148,True,1
CC-0149,3013918,False,1
CC-0150,3013327,True,1
CC-0151,3012259,True,1
CC-0151,3012321,False,2
CC-0151,3012324,False,3
CC-0151,3012349,False,4
CC-0151,3012362,False,5
CC-0151,3013605,False,6
CC-0152,3014083,True,1
CC-0152,3014516,False,2
CC-0152,3014562,False,3
CC-0153,3000050,True,1
CC-0153,3000106,False,2
CC-0153,3001568,False,3
CC-0153,3001586,False,4
CC-0153,3003219,False,5
CC-0153,3003250,False,6
CC-0153,3005568,False,7
CC-0153,3005608,False,8
CC-0153,3007588,False,9
CC-0153,3008131,False,10
CC-0153,3008679,False,11
CC-0153,3008740,False,12
CC-0153,3008811,False,13
CC-0153,3008828,False,14
CC-0153,3008839,False,15
CC-0153,3009139,False,16
CC-0153,3009170,False,17
CC-0153,3009210,False,18
CC-0153,3009257,False,19
CC-0153,3009761,False,20
CC-0153,3011072,False,21
CC-0154,3012749,True,1
CC-0155,3010908,True,1
CC-0156,3012817,True,1
CC-0157,3011384,True,1
CC-0158,3012334,True,1
CC-0159,3013882,True,1
CC-0160,3010994,True,1
CC-0161,3014874,True,1
CC-0162,3013315,True,1
CC-0162,3013321,False,2
CC-0163,3014714,True,1
CC-0164,3013363,True,1
CC-0164,3013390,False,2
CC-0165,3014561,False,1
CC-0166,3015854,True,1
CC-0167,3011326,True,1
CC-0167,3013878,False,2
CC-0168,3011876,True,1
CC-0169,3010863,True,1
CC-0169,3015795,False,2
CC-0170,3014716,False,1
CC-0171,3015501,True,1
CC-0172,3012224,True,1
CC-0173,3016376,True,1
CC-0174,3014786,True,1
CC-0175,3016060,False,1
CC-0176,3011851,True,1
CC-0176,3011917,False,2
CC-0176,3015709,False,3
CC-0176,3015858,False,4
CC-0177,3015024,True,1
CC-0177,3015237,False,2
CC-0177,3015860,False,3
CC-0178,3013648,True,1
CC-0179,3012288,True,1
CC-0180,3016685,False,1
CC-0181,3016271,True,1
CC-0182,3017090,False,1
CC-0183,3015640,True,1
CC-0184,3012882,True,1
CC-0184,3012889,False,2
CC-0184,3014312,False,3
CC-0184,3016375,False,4
CC-0185,3012859,True,1
CC-0186,3015808,True,1
CC-0187,3014037,True,1
CC-0188,3013716,True,1
CC-0188,3013725,False,2
CC-0188,3013735,False,3
CC-0189,3017211,False,1
CC-0190,3014478,True,1
CC-0191,3014783,True,1
CC-0192,3015557,True,1
CC-0193,3015674,True,1
CC-0194,3015051,True,1
CC-0195,3017328,True,1
CC-0196,3018128,False,1
CC-0197,3014411,True,1
CC-0198,3017880,False,1
CC-0199,3017195,True,1
CC-0199,3017199,False,2
CC-0200,3006024,True,1
CC-0200,3009500,False,2
CC-0200,3009620,False,3
CC-0200,3015717,False,4
CC-0200,3015853,False,5
CC-0201,3016131,True,1
CC-0201,3017425,False,2
CC-0202,3017359,True,1
CC-0202,3017380,False,2
CC-0203,3012955,True,1
CC-0203,3014799,False,2
CC-0204,3015025,True,1
CC-0205,3016269,True,1
CC-0205,3016789,False,2
CC-0206,3017337,True,1
CC-0207,3015079,True,1
CC-0208,3019187,False,1
CC-0209,3015213,True,1
CC-0209,3015829,False,2
CC-0210,3019445,False,1
CC-0211,3011540,True,1
CC-0211,3011564,False,2
CC-0211,3018493,False,3
CC-0212,3018685,True,1
CC-0213,3018631,True,1
CC-0213,3019317,False,2
CC-0214,3020134,True,1
CC-0215,3020232,True,1
CC-0216,3018129,True,1
CC-0217,3018758,True,1
CC-0218,3020148,True,1
CC-0219,3020422,False,1
CC-0220,3017705,True,1
CC-0221,3017516,True,1
CC-0222,3020654,False,1
CC-0223,3008217,True,1
CC-0223,3008237,False,2
CC-0223,3008575,False,3
CC-0223,3009966,False,4
CC-0223,3016957,False,5
CC-0224,3020285,False,1
CC-0225,3018749,True,1
CC-0226,3001580,True,1
CC-0226,3006078,False,2
CC-0226,3006088,False,3
CC-0226,3008495,False,4
CC-0226,3015345,False,5
CC-0226,3015406,False,6
CC-0226,3018146,False,7
CC-0227,3020349,True,1
CC-0228,3017400,True,1
CC-0228,3019089,False,2
CC-0228,3019133,False,3
CC-0228,3019259,False,4
CC-0228,3019376,False,5
CC-0228,3019785,False,6
CC-0228,3019804,False,7
CC-0228,3019958,False,8
CC-0228,3019965,False,9
CC-0228,3020011,False,10
CC-0228,3020021,False,11
CC-0229,3021125,False,1
CC-0230,3010108,True,1
CC-0230,3012793,False,2
CC-0230,3019186,False,3
CC-0231,3020692,True,1
CC-0232,3018241,True,1
CC-0232,3018273,False,2
CC-0232,3018312,False,3
CC-0232,3018315,False,4
CC-0232,3018430,False,5
CC-0233,3017915,True,1
CC-0234,3021425,False,1
CC-0235,3020586,True,1
CC-0235,3020624,False,2
CC-0236,3019066,True,1
CC-0236,3021250,False,2
CC-0237,3015540,True,1
CC-0237,3018609,False,2
CC-0238,3005074,True,1
CC-0238,3008451,False,2
CC-0238,3014534,False,3
CC-0238,3014608,False,4
CC-0238,3014682,False,5
CC-0238,3015252,False,6
CC-0238,3015319,False,7
CC-0238,3015399,False,8
CC-0238,3016560,False,9
CC-0238,3017828,False,10
CC-0238,3017836,False,11
CC-0239,3021887,False,1
CC-0240,3017132,True,1
CC-0240,3020865,False,2
CC-0241,3020576,True,1
CC-0241,3020578,False,2
CC-0242,3021128,True,1
CC-0243,3016079,True,1
CC-0243,3016080,False,2
CC-0243,3016472,False,3
CC-0243,3016483,False,4
CC-0243,3017821,False,5
CC-0244,3021039,True,1
CC-0245,3021843,True,1
CC-0246,3019370,True,1
CC-0247,3020434,True,1
CC-0248,3021812,False,1
CC-0249,3022604,True,1
CC-0249,3022619,False,2
CC-0249,3022632,False,3
CC-0250,3018959,True,1
CC-0250,3021896,False,2
CC-0251,3018221,True,1
CC-0252,3022091,False,1
CC-0253,3019623,True,1
CC-0254,3008657,True,1
CC-0254,3011862,False,2
CC-0254,3016234,False,3
CC-0254,3017580,False,4
CC-0254,3017620,False,5
CC-0254,3021233,False,6
CC-0255,3014915,True,1
CC-0255,3014994,False,2
CC-0255,3018610,False,3
CC-0255,3019093,False,4
CC-0255,3019154,False,5
CC-0255,3019614,False,6
CC-0255,3022316,False,7
CC-0256,3021528,True,1
CC-0256,3021559,False,2
CC-0257,3019389,True,1
CC-0258,3019714,True,1
CC-0259,3023480,False,1
CC-0260,3024000,False,1
CC-0261,3023710,False,1
CC-0262,3022355,True,1
CC-0263,3020849,True,1
CC-0264,3023797,False,1
CC-0265,3023311,False,1
CC-0266,3024170,True,1
CC-0267,3024590,False,1
CC-0268,3020024,True,1
CC-0269,3024461,False,1
CC-0270,3023542,False,1
CC-0271,3024489,False,1
CC-0272,3021927,True,1
CC-0273,3014296,True,1
CC-0273,3016478,False,2
CC-0273,3021713,False,3
CC-0274,3021495,True,1
CC-0274,3021498,False,2
CC-0274,3023783,False,3
CC-0274,3023800,False,4
CC-0275,3023399,True,1
CC-0276,3016231,True,1
CC-0276,3023566,False,2
CC-0276,3023570,False,3
CC-0277,3021740,True,1
CC-0278,3023205,True,1
CC-0279,3023648,True,1
CC-0279,3024089,False,2
CC-0280,3022262,True,1
CC-0281,3024726,False,1
CC-0282,3022971,True,1
CC-0282,3024760,False,2
CC-0283,3023529,True,1
CC-0284,3021611,True,1
CC-0284,3021658,False,2
CC-0285,3018930,True,1
CC-0285,3023427,False,2
CC-0285,3023496,False,3
CC-0285,3023533,False,4
CC-0285,3023609,False,5
CC-0286,3022389,True,1
CC-0286,3023667,False,2
CC-0287,3023281,True,1
CC-0288,3020382,True,1
CC-0288,3022648,False,2
CC-0289,3024924,True,1
CC-0290,3009374,True,1
CC-0290,3011289,False,2
CC-0290,3015408,False,3
CC-0290,3015422,False,4
CC-0290,3017329,False,5
CC-0290,3020058,False,6
CC-0290,3022349,False,7
CC-0290,3023880,False,8
CC-0291,3022078,True,1
CC-0291,3024175,False,2
CC-0292,3025452,False,1
CC-0293,3018827,True,1
CC-0293,3021900,False,2
CC-0294,3022279,True,1
CC-0295,3024693,True,1
CC-0295,3024727,False,2
CC-0296,3026023,False,1
CC-0297,3022248,True,1
CC-0298,3026984,True,1
CC-0299,3026197,False,1
CC-0300,3027653,False,1
CC-0301,3026849,False,1
CC-0302,3024215,True,1
CC-0303,3025127,True,1
CC-0304,3022765,True,1
CC-0305,3017193,True,1
CC-0305,3020833,False,2
CC-0305,3022405,False,3
CC-0305,3022983,False,4
CC-0306,3026352,True,1
CC-0307,3024247,True,1
CC-0308,3027882,False,1
CC-0309,3027037,True,1
CC-0310,3027813,True,1
CC-0310,3027929,False,2
CC-0311,3024122,True,1
CC-0312,3024079,True,1
CC-0312,3024093,False,2
CC-0312,3024126,False,3
CC-0313,3025150,True,1
CC-0314,3028382,True,1
CC-0315,3028428,False,1
CC-0316,3026149,True,1
CC-0317,3027987,False,1
CC-0318,3028543,False,1
CC-0319,3028034,True,1
CC-0320,3026212,True,1
CC-0321,3024869,True,1
CC-0322,3021279,True,1
CC-0322,3027797,False,2
CC-0322,3027830,False,3
CC-0323,3024328,True,1
CC-0323,3028154,False,2
CC-0324,3024554,True,1
CC-0325,3028532,True,1
CC-0326,3028017,True,1
CC-0327,3025619,True,1
CC-0328,3016942,True,1
CC-0328,3017315,False,2
CC-0328,3018566,False,3
CC-0328,3020310,False,4
CC-0328,3026538,False,5
CC-0329,3027363,True,1
CC-0329,3027401,False,2
CC-0330,3027435,True,1
CC-0331,3010909,True,1
CC-0331,3010931,False,2
CC-0331,3010934,False,3
CC-0331,3011272,False,4
CC-0331,3012746,False,5
CC-0331,3012770,False,6
CC-0331,3013205,False,7
CC-0331,3013937,False,8
CC-0331,3013982,False,9
CC-0331,3015426,False,10
CC-0331,3015485,False,11
CC-0331,3016031,False,12
CC-0331,3019489,False,13
CC-0331,3022828,False,14
CC-0331,3022878,False,15
CC-0331,3024107,False,16
CC-0331,3025242,False,17
CC-0332,3027057,True,1
CC-0333,3020863,True,1
CC-0333,3022390,False,2
CC-0333,3024675,False,3
CC-0333,3027059,False,4
CC-0333,3027064,False,5
CC-0334,3013573,True,1
CC-0334,3016251,False,2
CC-0334,3016314,False,3
CC-0334,3017486,False,4
CC-0334,3021897,False,5
CC-0334,3022340,False,6
CC-0334,3025192,False,7
CC-0334,3025256,False,8
CC-0335,3026055,True,1
CC-0336,3029190,True,1
CC-0337,3028697,True,1
CC-0338,3028921,False,1
CC-0339,3029100,False,1
CC-0340,3027478,True,1
CC-0341,3025576,True,1
CC-0342,3020499,True,1
CC-0342,3026321,False,2
CC-0342,3026347,False,3
CC-0343,3015019,True,1
CC-0343,3016184,False,2
CC-0343,3016214,False,3
CC-0343,3016223,False,4
CC-0343,3022222,False,5
CC-0343,3026725,False,6
CC-0343,3026749,False,7
CC-0343,3027125,False,8
CC-0343,3027151,False,9
CC-0344,3030396,False,1
CC-0345,3030424,False,1
CC-0346,3028407,True,1
CC-0347,3023252,True,1
CC-0347,3023256,False,2
CC-0347,3023259,False,3
CC-0347,3027937,False,4
CC-0347,3027978,False,5
CC-0347,3027982,False,6
CC-0347,3027986,False,7
CC-0347,3028004,False,8
CC-0347,3028044,False,9
CC-0348,3030019,False,1
CC-0349,3028754,True,1
CC-0350,3031227,False,1
CC-0351,3028709,True,1
CC-0352,3026769,True,1
CC-0353,3026830,True,1
CC-0354,3029691,False,1
CC-0355,3028288,True,1
CC-0356,3030055,True,1
CC-0357,3025678,True,1
CC-0357,3029776,False,2
CC-0358,3025016,True,1
CC-0358,3026264,False,2
CC-0358,3028648,False,3
CC-0359,3030906,True,1
CC-0360,3028621,True,1
CC-0361,3026148,True,1
CC-0361,3027156,False,2
CC-0361,3027320,False,3
CC-0361,3030241,False,4
CC-0362,3030957,False,1
CC-0363,3024586,True,1
CC-0363,3030970,False,2
CC-0363,3031040,False,3
CC-0364,3027248,True,1
CC-0364,3027561,False,2
CC-0364,3027604,False,3
CC-0365,3024748,True,1
CC-0365,3028713,False,2
CC-0365,3029951,False,3
CC-0365,3030951,False,4
CC-0365,3031006,False,5
CC-0365,3032109,False,6
CC-0366,3029652,True,1
CC-0366,3030551,False,2
CC-0367,3030642,True,1
CC-0368,3032233,False,1
CC-0369,3028556,True,1
CC-0370,3030014,True,1
CC-0370,3030042,False,2
CC-0370,3030311,False,3
CC-0370,3030361,False,4
CC-0370,3030371,False,5
CC-0370,3030384,False,6
CC-0370,3030528,False,7
CC-0370,3030537,False,8
CC-0370,3030620,False,9
CC-0370,3030625,False,10
CC-0371,3031588,True,1
CC-0372,3029752,True,1
CC-0372,3029777,False,2
CC-0372,3029807,False,3
CC-0372,3032111,False,4
CC-0372,3032124,False,5
CC-0373,3028924,True,1
CC-0374,3032623,False,1
CC-0375,3029497,True,1
CC-0375,3029542,False,2
CC-0376,3031228,True,1
CC-0376,3031274,False,2
CC-0377,3030265,True,1
CC-0377,3030298,False,2
CC-0377,3031502,False,3
CC-0377,3031510,False,4
CC-0377,3031512,False,5
CC-0377,3031513,False,6
CC-0377,3031550,False,7
CC-0378,3023976,True,1
CC-0378,3029484,False,2
CC-0379,3031475,True,1
CC-0379,3032438,False,2
CC-0380,3033315,True,1
CC-0380,3033335,False,2
CC-0380,3033343,False,3
CC-0381,3030425,True,1
CC-0381,3030563,False,2
CC-0382,3034258,False,1
CC-0383,3033032,False,1
CC-0384,3033245,False,1
CC-0385,3032303,True,1
CC-0386,3033337,False,1
CC-0387,3026773,True,1
CC-0387,3026795,False,2
CC-0387,3029220,False,3
CC-0387,3030654,False,4
CC-0387,3030701,False,5
CC-0388,3034811,False,1
CC-0389,3033654,True,1
CC-0390,3033053,True,1
CC-0391,3031566,True,1
CC-0392,3033781,True,1
CC-0393,3033472,False,1
CC-0394,3032480,True,1
CC-0394,3032861,False,2
CC-0395,3030883,True,1
CC-0395,3034747,False,2
CC-0396,3033992,True,1
CC-0397,3034699,False,1
CC-0398,3031559,True,1
CC-0399,3035993,False,1
CC-0400,3034531,False,1
CC-0401,3033483,True,1
CC-0401,3033502,False,2
CC-0402,3034748,True,1
CC-0402,3034874,False,2
CC-0403,3030518,True,1
CC-0403,3032080,False,2
CC-0404,3028484,True,1
CC-0404,3032240,False,2
CC-0404,3034359,False,3
CC-0404,3034443,False,4
CC-0405,3035077,False,1
CC-0406,3034031,True,1
CC-0407,3035236,False,1
CC-0408,3036275,False,1
CC-0409,3029665,True,1
CC-0409,3033268,False,2
CC-0410,3035664,True,1
CC-0410,3035680,False,2
CC-0411,3033461,True,1
CC-0412,3033318,True,1
CC-0413,3035998,False,1
CC-0414,3034746,True,1
CC-0415,3033877,True,1
CC-0416,3033941,True,1
CC-0417,3035384,True,1
CC-0418,3035405,True,1
CC-0418,3035433,False,2
CC-0418,3035436,False,3
CC-0418,3035448,False,4
CC-0418,3035477,False,5
CC-0418,3035490,False,6
CC-0418,3035511,False,7
CC-0419,3036086,True,1
CC-0419,3036233,False,2
CC-0420,3034117,True,1
CC-0421,3029395,True,1
CC-0421,3035020,False,2
CC-0422,3033579,True,1
CC-0423,3033967,True,1
CC-0424,3035381,True,1
CC-0425,3037725,False,1
CC-0426,3034985,True,1
CC-0427,3033867,True,1
CC-0427,3035200,False,2
CC-0427,3035237,False,3
CC-0427,3035278,False,4
CC-0428,3037190,False,1
CC-0429,3032177,True,1
CC-0429,3033094,False,2
CC-0429,3034703,False,3
CC-0429,3036381,False,4
CC-0430,3038418,False,1
CC-0431,3036386,True,1
CC-0432,3038607,True,1
CC-0433,3038367,False,1
CC-0434,3037808,True,1
CC-0435,3038831,False,1
CC-0436,3037649,True,1
CC-0437,3027307,True,1
CC-0437,3030037,False,2
CC-0437,3034285,False,3
CC-0437,3035543,False,4
CC-0437,3037718,False,5
CC-0437,3037780,False,6
CC-0437,3037854,False,7
CC-0437,3037986,False,8
CC-0438,3038967,False,1
CC-0439,3039011,False,1
CC-0440,3036992,True,1
CC-0441,3039492,False,1
CC-0442,3036548,True,1
CC-0443,3039956,False,1
CC-0444,3039540,False,1
CC-0445,3039733,False,1
CC-0446,3039229,True,1
CC-0447,3032749,True,1
CC-0447,3036424,False,2
CC-0447,3036436,False,3
CC-0447,3036445,False,4
CC-0447,3036446,False,5
CC-0448,3037736,True,1
CC-0449,3038060,True,1
CC-0450,3034439,True,1
CC-0450,3040043,False,2
CC-0451,3037862,True,1
CC-0451,3038053,False,2
CC-0451,3038114,False,3
CC-0451,3038615,False,4
CC-0452,3017933,True,1
CC-0452,3022016,False,2
CC-0452,3028766,False,3
CC-0452,3028774,False,4
CC-0452,3032580,False,5
CC-0452,3032612,False,6
CC-0452,3032648,False,7
CC-0452,3033610,False,8
CC-0452,3035981,False,9
CC-0452,3036494,False,10
CC-0452,3036497,False,11
CC-0452,3036504,False,12
CC-0453,3033919,True,1
CC-0453,3037359,False,2
CC-0454,3039150,True,1
CC-0454,3039253,False,2
CC-0454,3039469,False,3
CC-0454,3039781,False,4
CC-0454,3039789,False,5
CC-0454,3040275,False,6
CC-0455,3031357,True,1
CC-0455,3031844,False,2
CC-0455,3035242,False,3
CC-0455,3035259,False,4
CC-0455,3035303,False,5
CC-0455,3039278,False,6
CC-0455,3039442,False,7
CC-0455,3039856,False,8
CC-0456,3029719,True,1
CC-0456,3029736,False,2
CC-0456,3029833,False,3
CC-0456,3029985,False,4
CC-0456,3031847,False,5
CC-0456,3036840,False,6
CC-0457,3038533,True,1
CC-0458,3037114,True,1
CC-0458,3037166,False,2
CC-0458,3037261,False,3
CC-0459,3041234,True,1
CC-0460,3024423,True,1
CC-0460,3030253,False,2
CC-0460,3036633,False,3
CC-0461,3039254,True,1
CC-0462,3040382,True,1
CC-0463,3004308,True,1
CC-0463,3004904,False,2
CC-0463,3005494,False,3
CC-0463,3005930,False,4
CC-0463,3006473,False,5
CC-0463,3007571,False,6
CC-0463,3011953,False,7
CC-0463,3012858,False,8
CC-0463,3013587,False,9
CC-0463,3015525,False,10
CC-0463,3018866,False,11
CC-0463,3021068,False,12
CC-0463,3024874,False,13
CC-0463,3024880,False,14
CC-0463,3029948,False,15
CC-0463,3030058,False,16
CC-0463,3032334,False,17
CC-0463,3038729,False,18
CC-0464,3040280,True,1
CC-0464,3040482,False,2
CC-0465,3038741,True,1
CC-0466,3039290,True,1
CC-0467,3012791,True,1
CC-0467,3012922,False,2
CC-0467,3018737,False,3
CC-0467,3024961,False,4
CC-0467,3025566,False,5
CC-0467,3025610,False,6
CC-0467,3031872,False,7
CC-0467,3037062,False,8
CC-0468,3041220,False,1
CC-0469,3042137,True,1
CC-0470,3042445,False,1
CC-0471,3041412,False,1
CC-0472,3032654,True,1
CC-0472,3038288,False,2
CC-0473,3041621,False,1
CC-0474,3042842,True,1
CC-0475,3037895,True,1
CC-0475,3037954,False,2
CC-0475,3040915,False,3
CC-0476,3041723,False,1
CC-0477,3041022,True,1
CC-0478,3042475,True,1
CC-0479,3041404,False,1
CC-0480,3019757,True,1
CC-0480,3020004,False,2
CC-0480,3020583,False,3
CC-0480,3022905,False,4
CC-0480,3023341,False,5
CC-0480,3023938,False,6
CC-0480,3031523,False,7
CC-0480,3031547,False,8
CC-0480,3036867,False,9
CC-0480,3036922,False,10
CC-0480,3040824,False,11
CC-0480,3040910,False,12
CC-0481,3039941,True,1
CC-0482,3039765,True,1
CC-0482,3039767,False,2
CC-0482,3039801,False,3
CC-0482,3040116,False,4
CC-0482,3040120,False,5
CC-0482,3040129,False,6
