from_txn_id,to_region_code,is_home_country,channel
3000219,205.0,True,in_person
3000220,384.0,True,online
3000221,122.0,True,in_person
3000222,299.0,True,in_person
3000223,476.0,True,in_person
3000224,220.0,True,in_person
3000225,158.0,True,online
3000226,123.0,True,online
3000228,184.0,True,online
3000229,299.0,True,online
3000230,315.0,True,online
3000231,299.0,True,in_person
3000233,299.0,True,in_person
3000235,472.0,True,in_person
3000236,204.0,True,in_person
3000238,110.0,True,in_person
3000239,231.0,True,online
3000240,384.0,True,online
3000241,428.0,True,in_person
3000243,123.0,True,in_person
3000244,299.0,True,in_person
3000245,472.0,True,online
3000246,325.0,True,in_person
3000248,122.0,True,in_person
3000249,264.0,True,in_person
3000251,251.0,True,in_person
3000252,436.0,True,in_person
3000253,472.0,True,in_person
3000254,476.0,True,in_person
3000255,194.0,True,in_person
3000256,225.0,True,online
3000257,205.0,True,in_person
3000258,299.0,True,in_person
3000259,225.0,True,in_person
3000260,325.0,True,in_person
3000261,204.0,True,in_person
3000262,204.0,True,in_person
3000263,205.0,True,in_person
3000264,315.0,True,online
3000265,123.0,True,online
3000266,204.0,True,in_person
3000267,444.0,True,online
3000268,337.0,True,in_person
3000269,325.0,True,in_person
3000270,315.0,True,in_person
3000271,123.0,True,in_person
3000272,177.0,True,online
3000273,204.0,True,in_person
3000275,337.0,True,online
3000276,191.0,True,in_person
3000277,325.0,True,in_person
3000278,299.0,True,in_person
3000279,251.0,True,in_person
3000281,485.0,True,in_person
3000282,123.0,True,in_person
3000283,315.0,True,in_person
3000284,123.0,True,online
3000285,476.0,True,in_person
3000286,299.0,True,in_person
3000287,181.0,True,in_person
3000288,299.0,True,in_person
3000289,225.0,True,in_person
3000290,191.0,True,in_person
3000292,264.0,True,in_person
3000293,299.0,True,online
3000294,476.0,True,in_person
3000295,110.0,True,in_person
3000296,299.0,True,online
3000297,205.0,True,in_person
3000298,110.0,True,in_person
3000299,181.0,True,online
3000300,110.0,True,in_person
3000301,325.0,True,in_person
3000302,512.0,True,in_person
3000303,498.0,True,online
3000304,441.0,True,in_person
3000306,310.0,True,online
3000307,220.0,True,in_person
3000308,269.0,True,in_person
3000309,204.0,True,in_person
3000310,310.0,True,in_person
3000311,220.0,True,in_person
3000313,512.0,True,in_person
3000315,299.0,True,in_person
3000316,122.0,True,online
3000318,225.0,True,in_person
3000319,469.0,True,online
3000320,325.0,True,in_person
3000323,384.0,True,in_person
3000324,264.0,True,in_person
3000325,225.0,True,in_person
3000326,204.0,True,in_person
3000328,310.0,True,in_person
3000329,330.0,True,in_person
3000330,204.0,True,in_person
3000331,310.0,True,in_person
3000332,476.0,True,in_person
3000334,264.0,True,in_person
3000335,204.0,True,in_person
3000336,123.0,True,in_person
3000337,330.0,True,in_person
3000338,110.0,True,in_person
3000339,264.0,True,in_person
3000340,123.0,True,in_person
3000341,325.0,True,in_person
3000342,220.0,True,in_person
3000343,220.0,True,in_person
3000344,433.0,True,in_person
3000345,337.0,True,in_person
3000346,325.0,True,in_person
3000347,204.0,True,in_person
3000348,310.0,True,in_person
3000349,325.0,True,in_person
3000350,441.0,True,in_person
3000351,337.0,True,in_person
3000352,337.0,True,in_person
3000353,472.0,True,in_person
3000354,220.0,True,in_person
3000355,191.0,True,in_person
3000356,220.0,True,in_person
3000357,476.0,True,in_person
3000358,441.0,True,in_person
3000359,485.0,True,in_person
3000360,315.0,True,in_person
3000361,204.0,True,in_person
3000362,264.0,True,in_person
3000363,177.0,True,in_person
3000364,123.0,True,in_person
3000365,299.0,True,online
3000366,123.0,True,online
3000367,337.0,True,in_person
3000368,264.0,True,in_person
3000369,264.0,True,in_person
3000370,143.0,True,in_person
3000371,485.0,True,in_person
3000372,337.0,True,in_person
3000373,325.0,True,in_person
3000374,325.0,True,in_person
3000375,512.0,True,in_person
3000376,123.0,True,in_person
3000377,325.0,True,in_person
3000378,191.0,True,in_person
3000379,330.0,True,in_person
3000380,436.0,True,in_person
3000382,325.0,True,in_person
3000383,325.0,True,in_person
3000384,324.0,True,in_person
3000385,231.0,True,in_person
3000386,205.0,True,in_person
3000387,191.0,True,in_person
3000388,325.0,True,in_person
3000389,231.0,True,in_person
3000390,205.0,True,in_person
3000391,310.0,True,online
3000392,177.0,True,in_person
3000393,220.0,True,in_person
3000394,205.0,True,in_person
3000395,325.0,True,in_person
3000396,123.0,True,in_person
3000397,123.0,True,in_person
3000398,204.0,True,in_person
3000399,299.0,True,in_person
3000400,485.0,True,online
3000401,337.0,True,in_person
3000402,337.0,True,in_person
3000404,315.0,True,in_person
3000405,330.0,True,in_person
3000406,191.0,True,in_person
3000407,337.0,True,in_person
3000408,226.0,True,in_person
3000409,251.0,True,in_person
3000410,204.0,True,in_person
3000411,433.0,True,in_person
3000412,299.0,True,in_person
3000413,203.0,True,in_person
3000414,272.0,True,in_person
3000415,203.0,True,in_person
3000416,433.0,True,in_person
3000417,337.0,True,in_person
3000418,264.0,True,in_person
3000419,324.0,True,in_person
3000420,191.0,True,in_person
3000421,220.0,True,in_person
3000422,325.0,True,in_person
3000423,231.0,True,in_person
3000424,387.0,True,in_person
3000425,384.0,True,in_person
3000426,330.0,True,in_person
3000427,264.0,True,in_person
3000428,295.0,True,in_person
3000429,325.0,True,in_person
3000430,191.0,True,in_person
3000431,337.0,True,in_person
3000432,330.0,True,in_person
3000433,325.0,True,in_person
3000434,325.0,True,in_person
3000435,264.0,True,in_person
3000436,264.0,True,in_person
3000437,384.0,True,in_person
3000438,272.0,True,in_person
3000439,181.0,True,in_person
3000440,204.0,True,in_person
3000441,272.0,True,in_person
3000442,143.0,True,in_person
3000444,204.0,True,in_person
3000445,299.0,True,in_person
3000446,191.0,True,in_person
3000448,337.0,True,in_person
3000449,191.0,True,in_person
3000450,337.0,True,in_person
3000451,315.0,True,in_person
3000452,205.0,True,in_person
3000453,325.0,True,in_person
3000454,315.0,True,in_person
3000455,123.0,True,in_person
3000456,299.0,True,in_person
3000457,325.0,True,in_person
3000458,420.0,True,in_person
3000459,269.0,True,in_person
3000460,123.0,True,in_person
3000461,325.0,True,in_person
3000462,433.0,True,in_person
3000463,448.0,True,in_person
3000464,225.0,True,in_person
3000465,494.0,True,in_person
3000466,325.0,True,in_person
3000467,191.0,True,in_person
3000468,325.0,True,in_person
3000469,220.0,True,in_person
3000470,272.0,True,in_person
3000471,220.0,True,in_person
3000472,325.0,True,in_person
3000473,299.0,True,in_person
3000474,204.0,True,in_person
3000475,494.0,True,in_person
3000476,272.0,True,in_person
3000477,315.0,True,in_person
3000478,325.0,True,in_person
3000479,231.0,True,in_person
3000480,330.0,True,in_person
3000481,308.0,True,in_person
3000482,272.0,True,in_person
3000483,494.0,True,in_person
3000484,325.0,True,in_person
3000485,181.0,True,in_person
3000486,269.0,True,in_person
3000487,325.0,True,in_person
3000488,204.0,True,in_person
3000489,441.0,True,in_person
3000490,494.0,True,in_person
3000491,123.0,True,in_person
3000492,123.0,True,in_person
3000493,498.0,True,in_person
3000494,325.0,True,in_person
3000495,126.0,True,in_person
3000496,126.0,True,in_person
3000497,498.0,True,in_person
3000498,485.0,True,in_person
3000499,264.0,True,in_person
3000500,337.0,True,in_person
3000501,123.0,True,in_person
3000502,264.0,True,in_person
3000503,325.0,True,in_person
3000504,330.0,True,in_person
3000505,126.0,True,in_person
3000506,441.0,True,in_person
3000507,231.0,True,in_person
3000508,204.0,True,in_person
3000509,325.0,True,in_person
3000510,325.0,True,in_person
3000511,476.0,True,online
3000512,337.0,True,in_person
3000513,325.0,True,in_person
3000514,204.0,True,in_person
3000515,315.0,True,in_person
3000516,310.0,True,in_person
3000517,327.0,True,in_person
3000518,123.0,True,in_person
3000520,231.0,True,in_person
3000521,204.0,True,in_person
3000522,272.0,True,in_person
3000523,325.0,True,in_person
3000524,204.0,True,in_person
3000525,299.0,True,in_person
3000526,441.0,True,in_person
3000527,330.0,True,in_person
3000528,387.0,True,in_person
3000529,325.0,True,in_person
3000530,204.0,True,in_person
3000531,325.0,True,in_person
3000532,476.0,True,in_person
3000533,387.0,True,in_person
3000534,204.0,True,in_person
3000535,441.0,True,in_person
3000536,315.0,True,in_person
3000537,181.0,True,in_person
3000538,204.0,True,in_person
3000539,220.0,True,in_person
3000540,299.0,True,in_person
3000541,264.0,True,in_person
3000542,191.0,True,in_person
3000543,512.0,True,in_person
3000544,433.0,True,in_person
3000545,191.0,True,in_person
3000546,441.0,True,in_person
3000547,205.0,True,in_person
3000548,269.0,True,in_person
3000549,264.0,True,in_person
3000550,264.0,True,in_person
3000551,269.0,True,in_person
3000552,205.0,True,in_person
3000553,181.0,True,in_person
3000554,387.0,True,in_person
3000555,264.0,True,in_person
3000556,191.0,True,in_person
3000557,181.0,True,in_person
3000558,143.0,True,in_person
3000559,204.0,True,in_person
3000560,143.0,True,in_person
3000561,181.0,True,in_person
3000562,337.0,True,in_person
3000563,264.0,True,in_person
3000564,315.0,True,in_person
3000565,123.0,True,in_person
3000566,441.0,True,in_person
3000567,485.0,True,in_person
3000568,184.0,True,in_person
3000569,272.0,True,in_person
3000570,204.0,True,in_person
3000571,126.0,True,in_person
3000572,441.0,True,in_person
3000573,472.0,True,in_person
3000574,387.0,True,in_person
3000575,420.0,True,in_person
3000576,191.0,True,in_person
3000577,204.0,True,in_person
3000578,325.0,True,in_person
3000579,123.0,True,in_person
3000580,177.0,True,in_person
3000581,472.0,True,online
3000582,436.0,True,in_person
3000583,387.0,True,in_person
3000584,330.0,True,in_person
3000585,325.0,True,in_person
3000586,126.0,True,online
3000587,225.0,True,in_person
3000588,177.0,True,in_person
3000589,327.0,True,in_person
3000590,387.0,True,in_person
3000591,325.0,True,online
3000592,123.0,True,in_person
3000593,264.0,True,in_person
3000594,126.0,True,in_person
3000595,143.0,True,in_person
3000596,143.0,True,in_person
3000597,441.0,True,in_person
3000598,191.0,True,in_person
3000599,299.0,True,in_person
3000600,181.0,True,in_person
3000601,325.0,True,in_person
3000602,126.0,True,in_person
3000603,441.0,True,in_person
3000604,387.0,True,in_person
3000605,191.0,True,in_person
3000606,325.0,True,in_person
3000607,204.0,True,in_person
3000608,325.0,True,in_person
3000609,191.0,True,online
3000610,204.0,True,in_person
3000611,191.0,True,in_person
3000612,191.0,True,in_person
3000613,325.0,True,online
3000614,181.0,True,in_person
3000615,325.0,True,in_person
3000616,191.0,True,in_person
3000617,337.0,True,in_person
3000618,191.0,True,in_person
3000619,494.0,True,in_person
3000620,126.0,True,in_person
3000621,191.0,True,in_person
3000622,325.0,True,online
3000623,325.0,True,in_person
3000624,184.0,True,in_person
3000625,433.0,True,in_person
3000626,126.0,True,in_person
3000627,327.0,True,in_person
3000628,325.0,True,in_person
3000629,325.0,True,online
3000630,337.0,True,in_person
3000631,325.0,True,in_person
3000632,441.0,True,online
3000633,494.0,True,in_person
3000634,485.0,True,in_person
3000635,181.0,True,in_person
3000636,436.0,True,in_person
3000637,181.0,True,in_person
3000638,191.0,True,in_person
3000639,272.0,True,online
3000640,205.0,True,in_person
3000641,325.0,True,in_person
3000642,204.0,True,in_person
3000643,330.0,True,in_person
3000644,204.0,True,in_person
3000645,325.0,True,online
3000646,441.0,True,in_person
3000647,264.0,True,in_person
3000648,476.0,True,online
3000649,476.0,True,online
3000650,272.0,True,in_person
3000651,330.0,True,in_person
3000652,310.0,True,in_person
3000653,143.0,True,in_person
3000654,315.0,True,in_person
3000655,184.0,True,in_person
3000656,325.0,True,in_person
3000657,337.0,True,in_person
3000658,315.0,True,in_person
3000659,325.0,True,in_person
3000660,315.0,True,in_person
3000661,436.0,True,in_person
3000662,181.0,True,in_person
3000663,272.0,True,in_person
3000664,204.0,True,in_person
3000665,204.0,True,in_person
3000666,485.0,True,in_person
3000667,126.0,True,in_person
3000668,315.0,True,in_person
3000669,327.0,True,in_person
3000670,325.0,True,in_person
3000671,264.0,True,in_person
3000672,315.0,True,in_person
3000673,476.0,True,in_person
3000674,441.0,True,in_person
3000675,191.0,True,in_person
3000676,272.0,True,in_person
3000677,205.0,True,in_person
3000678,143.0,True,in_person
3000679,472.0,True,in_person
3000680,204.0,True,in_person
3000681,325.0,True,online
3000682,325.0,True,in_person
3000683,472.0,True,online
3000684,325.0,True,in_person
3000685,269.0,True,in_person
3000686,177.0,True,in_person
3000687,203.0,True,in_person
3000688,485.0,True,in_person
3000689,272.0,True,in_person
3000690,143.0,True,in_person
3000691,337.0,True,online
3000692,308.0,True,in_person
3000693,184.0,True,online
3000694,204.0,True,online
3000695,441.0,True,in_person
3000696,472.0,True,in_person
3000697,184.0,True,in_person
3000698,325.0,True,in_person
3000699,181.0,True,in_person
3000700,272.0,True,in_person
3000701,191.0,True,in_person
3000702,203.0,True,in_person
3000703,441.0,True,in_person
3000704,325.0,True,in_person
3000705,184.0,True,online
3000706,325.0,True,in_person
3000707,269.0,True,in_person
3000708,485.0,True,in_person
3000709,204.0,True,in_person
3000710,330.0,True,in_person
3000711,272.0,True,in_person
3000712,325.0,True,in_person
3000713,325.0,True,in_person
3000714,299.0,True,in_person
3000715,330.0,True,online
3000716,387.0,True,in_person
3000717,231.0,True,in_person
3000718,337.0,True,online
3000719,272.0,True,in_person
3000720,441.0,True,in_person
3000721,251.0,True,in_person
3000722,191.0,True,online
3000723,204.0,True,in_person
3000724,436.0,True,in_person
3000725,299.0,True,in_person
3000726,299.0,True,in_person
3000727,325.0,True,in_person
3000728,191.0,True,in_person
3000729,191.0,True,in_person
3000730,325.0,True,in_person
3000731,204.0,True,in_person
3000732,441.0,True,in_person
3000733,330.0,True,online
3000734,325.0,True,in_person
3000735,315.0,True,in_person
3000737,143.0,True,online
3000738,387.0,True,in_person
3000739,325.0,True,in_person
3000740,325.0,True,in_person
3000741,177.0,True,online
3000742,330.0,True,in_person
3000743,325.0,True,in_person
3000744,143.0,True,in_person
3000745,441.0,True,in_person
3000746,498.0,True,in_person
3000747,325.0,True,in_person
3000748,330.0,True,in_person
3000749,325.0,True,in_person
3000750,325.0,True,in_person
3000751,264.0,True,in_person
3000752,272.0,True,in_person
3000753,264.0,True,in_person
3000754,337.0,True,in_person
3000755,308.0,True,in_person
3000756,441.0,True,in_person
3000757,110.0,True,in_person
3000758,441.0,True,in_person
3000759,315.0,True,in_person
3000760,184.0,True,in_person
3000761,337.0,True,in_person
3000762,441.0,True,in_person
3000763,264.0,True,in_person
3000764,181.0,True,in_person
3000765,299.0,True,online
3000767,181.0,True,in_person
3000769,299.0,True,online
3000770,264.0,True,in_person
3000771,272.0,True,in_person
3000772,315.0,True,in_person
3000773,123.0,True,in_person
3000774,143.0,True,in_person
3000775,272.0,True,in_person
3000776,170.0,True,in_person
3000777,327.0,True,in_person
3000778,203.0,True,online
3000779,315.0,True,in_person
3000780,299.0,True,online
3000781,315.0,True,online
3000782,110.0,True,in_person
3000783,325.0,True,in_person
3000784,203.0,True,online
3000785,299.0,True,in_person
3000786,441.0,True,in_person
3000787,126.0,True,in_person
3000788,204.0,True,in_person
3000789,158.0,True,in_person
3000790,143.0,True,in_person
3000791,299.0,True,online
3000792,428.0,True,in_person
3000793,476.0,True,in_person
3000794,469.0,True,in_person
3000795,330.0,True,online
3000796,444.0,True,in_person
3000797,387.0,True,in_person
3000798,264.0,True,in_person
3000799,184.0,True,in_person
3000800,330.0,True,in_person
3000801,123.0,True,in_person
3000802,264.0,True,in_person
3000803,272.0,True,in_person
3000804,204.0,True,in_person
3000806,220.0,True,in_person
3000807,264.0,True,in_person
3000808,204.0,True,in_person
3000809,325.0,True,in_person
3000810,253.0,True,in_person
3000811,126.0,True,in_person
3000812,330.0,True,online
3000813,441.0,True,online
3000814,325.0,True,in_person
3000816,269.0,True,in_person
3000817,191.0,True,in_person
3000818,327.0,True,in_person
3000819,315.0,True,in_person
3000820,170.0,True,in_person
3000821,272.0,True,online
3000822,191.0,True,in_person
3000823,441.0,True,in_person
3000824,387.0,True,in_person
3000825,204.0,True,in_person
3000826,469.0,True,in_person
3000827,123.0,True,in_person
3000828,231.0,True,in_person
3000829,327.0,True,in_person
3000830,492.0,True,in_person
3000831,231.0,True,in_person
3000832,476.0,True,in_person
3000833,272.0,True,online
3000834,272.0,True,online
3000835,264.0,True,in_person
3000836,264.0,True,in_person
3000837,203.0,True,in_person
3000838,315.0,True,online
3000839,205.0,True,in_person
3000840,184.0,True,in_person
3000841,264.0,True,in_person
3000842,428.0,True,in_person
3000843,123.0,True,in_person
3000844,264.0,True,in_person
3000845,126.0,True,online
3000846,204.0,True,in_person
3000847,315.0,True,in_person
3000848,204.0,True,in_person
3000849,494.0,True,in_person
3000850,177.0,True,in_person
3000851,310.0,True,in_person
3000852,330.0,True,in_person
3000853,123.0,True,in_person
3000854,204.0,True,in_person
3000855,325.0,True,in_person
3000856,204.0,True,in_person
3000857,184.0,True,online
3000858,203.0,True,in_person
3000859,269.0,True,in_person
3000860,299.0,True,in_person
3000861,330.0,True,in_person
3000862,184.0,True,online
3000863,181.0,True,in_person
3000864,299.0,True,in_person
3000865,299.0,True,in_person
3000866,308.0,True,in_person
3000867,269.0,True,in_person
3000868,204.0,True,in_person
3000869,428.0,True,in_person
3000870,494.0,True,in_person
3000871,315.0,True,online
3000872,181.0,True,online
3000873,170.0,True,in_person
3000874,272.0,True,in_person
3000875,143.0,True,in_person
3000876,310.0,True,online
3000877,191.0,True,in_person
3000878,315.0,True,in_person
3000879,325.0,True,in_person
3000880,469.0,True,online
3000881,220.0,True,in_person
3000882,476.0,True,in_person
3000883,264.0,True,in_person
3000884,126.0,True,in_person
3000885,310.0,True,in_person
3000886,181.0,True,online
3000887,512.0,True,in_person
3000888,181.0,True,in_person
3000889,325.0,True,online
3000890,191.0,True,in_person
3000891,181.0,True,online
3000892,441.0,True,in_person
3000893,315.0,True,online
3000894,325.0,True,in_person
3000895,325.0,True,online
3000896,143.0,True,in_person
3000897,123.0,True,in_person
3000898,337.0,True,in_person
3000900,204.0,True,in_person
3000901,337.0,True,online
3000902,330.0,True,in_person
3000903,203.0,True,online
3000904,272.0,True,online
3000905,226.0,True,in_person
3000906,433.0,True,in_person
3000907,299.0,True,in_person
3000908,325.0,True,in_person
3000909,315.0,True,in_person
3000910,181.0,True,in_person
3000911,441.0,True,online
3000912,441.0,True,in_person
3000913,272.0,True,in_person
3000914,420.0,True,in_person
3000915,485.0,True,in_person
3000916,204.0,True,online
3000917,272.0,True,in_person
3000918,485.0,True,in_person
3000919,494.0,True,in_person
3000920,204.0,True,in_person
3000921,441.0,True,in_person
3000923,191.0,True,in_person
3000924,315.0,True,in_person
3000925,476.0,True,in_person
3000926,184.0,True,in_person
3000927,299.0,True,in_person
3000928,315.0,True,in_person
3000929,264.0,True,in_person
3000930,337.0,True,in_person
3000931,315.0,True,in_person
3000933,123.0,True,in_person
3000934,337.0,True,in_person
3000935,299.0,True,in_person
3000936,191.0,True,in_person
3000937,110.0,True,in_person
3000938,299.0,True,in_person
3000939,327.0,True,in_person
3000940,126.0,True,in_person
3000941,325.0,True,in_person
3000942,476.0,True,online
3000943,126.0,True,online
3000944,204.0,True,in_person
3000946,251.0,True,in_person
3000947,264.0,True,in_person
3000948,264.0,True,in_person
3000949,327.0,True,in_person
3000950,204.0,True,in_person
3000951,387.0,True,in_person
3000952,269.0,True,in_person
3000953,264.0,True,online
3000954,299.0,True,in_person
3000955,485.0,True,in_person
3000956,441.0,True,online
3000957,177.0,True,in_person
3000958,512.0,True,in_person
3000959,494.0,True,in_person
3000961,191.0,True,in_person
3000962,325.0,True,in_person
3000963,299.0,True,in_person
3000964,122.0,True,in_person
3000965,203.0,True,in_person
3000966,310.0,True,in_person
3000967,204.0,True,online
3000968,126.0,True,in_person
3000969,264.0,True,in_person
3000970,330.0,True,in_person
3000971,272.0,True,in_person
3000972,126.0,True,in_person
3000974,143.0,True,in_person
3000975,143.0,True,online
3000976,194.0,True,in_person
3000977,251.0,True,in_person
3000978,181.0,True,in_person
3000979,231.0,True,in_person
3000980,433.0,True,in_person
3000981,472.0,True,online
3000982,330.0,True,in_person
3000983,299.0,True,in_person
3000984,194.0,True,in_person
3000985,191.0,True,in_person
3000986,181.0,True,in_person
3000987,325.0,True,online
3000988,337.0,True,in_person
3000989,225.0,True,online
3000990,204.0,True,in_person
3000991,441.0,True,in_person
3000992,204.0,True,in_person
3000993,126.0,True,in_person
3000994,476.0,True,in_person
3000995,315.0,True,in_person
3000996,472.0,True,in_person
3000997,225.0,True,in_person
3000998,310.0,True,online
3000999,299.0,True,in_person
3001000,325.0,True,in_person
3001001,264.0,True,in_person
3001002,472.0,True,online
3001003,387.0,True,in_person
3001004,251.0,True,online
3001005,310.0,True,in_person
3001006,325.0,True,online
3001007,181.0,True,in_person
3001008,123.0,True,in_person
3001009,310.0,True,in_person
3001010,225.0,True,in_person
3001011,441.0,True,online
3001012,204.0,True,in_person
3001013,143.0,True,in_person
3001014,191.0,True,in_person
3001015,251.0,True,in_person
3001016,272.0,True,in_person
3001017,433.0,True,in_person
3001018,123.0,True,in_person
3001019,191.0,True,in_person
3001020,181.0,True,in_person
3001021,177.0,True,online
3001022,330.0,True,in_person
3001023,181.0,True,in_person
3001025,441.0,True,in_person
3001028,123.0,True,in_person
3001029,126.0,True,in_person
3001030,205.0,True,in_person
3001031,231.0,True,in_person
3001032,181.0,True,in_person
3001033,184.0,True,in_person
3001034,203.0,True,in_person
3001035,315.0,True,in_person
3001036,205.0,True,in_person
3001037,204.0,True,in_person
3001038,325.0,True,in_person
3001039,308.0,True,online
3001040,325.0,True,in_person
3001042,184.0,True,in_person
3001043,441.0,True,in_person
3001044,330.0,True,in_person
3001045,126.0,True,in_person
3001046,204.0,True,online
3001047,123.0,True,in_person
3001048,441.0,True,in_person
3001049,384.0,True,in_person
3001050,123.0,True,in_person
3001051,441.0,True,in_person
3001052,269.0,True,in_person
3001053,325.0,True,in_person
3001054,299.0,True,in_person
3001055,231.0,True,in_person
3001056,448.0,True,in_person
3001057,325.0,True,in_person
3001058,204.0,True,in_person
3001059,315.0,True,online
3001060,441.0,True,in_person
3001061,184.0,True,in_person
3001062,512.0,True,in_person
3001063,299.0,True,in_person
3001064,184.0,True,in_person
3001065,315.0,True,in_person
3001066,441.0,True,in_person
3001067,433.0,True,in_person
3001068,299.0,True,in_person
3001069,203.0,True,in_person
3001070,337.0,True,in_person
3001071,158.0,True,in_person
3001072,191.0,True,in_person
3001073,330.0,True,online
3001074,327.0,True,in_person
3001075,325.0,True,in_person
3001076,485.0,True,in_person
3001077,325.0,True,in_person
3001078,325.0,True,in_person
3001079,191.0,True,in_person
3001080,315.0,True,in_person
3001081,225.0,True,in_person
3001082,325.0,True,in_person
3001083,225.0,True,online
3001084,203.0,True,in_person
3001085,204.0,True,in_person
3001087,220.0,True,in_person
3001088,387.0,True,in_person
3001089,325.0,True,online
3001090,299.0,True,in_person
3001091,203.0,True,in_person
3001092,485.0,True,online
